"Label (Grouping)","Census Tract 1, New York County, New York","Census Tract 2.01, New York County, New York","Census Tract 2.02, New York County, New York","Census Tract 5, New York County, New York","Census Tract 6, New York County, New York","Census Tract 7, New York County, New York","Census Tract 8, New York County, New York","Census Tract 9, New York County, New York","Census Tract 10.01, New York County, New York","Census Tract 10.02, New York County, New York","Census Tract 12, New York County, New York","Census Tract 13, New York County, New York","Census Tract 14.01, New York County, New York","Census Tract 14.02, New York County, New York","Census Tract 15.01, New York County, New York","Census Tract 15.02, New York County, New York","Census Tract 16, New York County, New York","Census Tract 18, New York County, New York","Census Tract 20, New York County, New York","Census Tract 21, New York County, New York","Census Tract 22.01, New York County, New York","Census Tract 22.02, New York County, New York","Census Tract 24, New York County, New York","Census Tract 25, New York County, New York","Census Tract 26.01, New York County, New York","Census Tract 26.02, New York County, New York","Census Tract 27, New York County, New York","Census Tract 28, New York County, New York","Census Tract 29.01, New York County, New York","Census Tract 29.02, New York County, New York","Census Tract 30.01, New York County, New York","Census Tract 30.02, New York County, New York","Census Tract 31, New York County, New York","Census Tract 32, New York County, New York","Census Tract 33, New York County, New York","Census Tract 34, New York County, New York","Census Tract 36.01, New York County, New York","Census Tract 36.02, New York County, New York","Census Tract 37, New York County, New York","Census Tract 38, New York County, New York","Census Tract 39, New York County, New York","Census Tract 40.01, New York County, New York","Census Tract 40.02, New York County, New York","Census Tract 41, New York County, New York","Census Tract 42, New York County, New York","Census Tract 43, New York County, New York","Census Tract 44, New York County, New York","Census Tract 45, New York County, New York","Census Tract 47, New York County, New York","Census Tract 48, New York County, New York","Census Tract 49, New York County, New York","Census Tract 50, New York County, New York","Census Tract 52, New York County, New York","Census Tract 54, New York County, New York","Census Tract 55.01, New York County, New York","Census Tract 55.02, New York County, New York","Census Tract 56, New York County, New York","Census Tract 57, New York County, New York","Census Tract 58, New York County, New York","Census Tract 59, New York County, New York","Census Tract 60, New York County, New York","Census Tract 61, New York County, New York","Census Tract 62, New York County, New York","Census Tract 63, New York County, New York","Census Tract 64, New York County, New York","Census Tract 65, New York County, New York","Census Tract 66, New York County, New York","Census Tract 67, New York County, New York","Census Tract 68, New York County, New York","Census Tract 69, New York County, New York","Census Tract 70.01, New York County, New York","Census Tract 70.02, New York County, New York","Census Tract 71, New York County, New York","Census Tract 72, New York County, New York","Census Tract 73, New York County, New York","Census Tract 74, New York County, New York","Census Tract 75, New York County, New York","Census Tract 76, New York County, New York","Census Tract 77, New York County, New York","Census Tract 78, New York County, New York","Census Tract 79, New York County, New York","Census Tract 80, New York County, New York","Census Tract 81, New York County, New York","Census Tract 82, New York County, New York","Census Tract 83, New York County, New York","Census Tract 84, New York County, New York","Census Tract 86.01, New York County, New York","Census Tract 86.02, New York County, New York","Census Tract 86.03, New York County, New York","Census Tract 87, New York County, New York","Census Tract 88, New York County, New York","Census Tract 89, New York County, New York","Census Tract 90, New York County, New York","Census Tract 91, New York County, New York","Census Tract 92, New York County, New York","Census Tract 93, New York County, New York","Census Tract 94, New York County, New York","Census Tract 95, New York County, New York","Census Tract 96, New York County, New York","Census Tract 97, New York County, New York","Census Tract 98, New York County, New York","Census Tract 99.01, New York County, New York","Census Tract 99.02, New York County, New York","Census Tract 99.03, New York County, New York","Census Tract 100, New York County, New York","Census Tract 101, New York County, New York","Census Tract 102, New York County, New York","Census Tract 103, New York County, New York","Census Tract 104, New York County, New York","Census Tract 106.01, New York County, New York","Census Tract 106.02, New York County, New York","Census Tract 108.01, New York County, New York","Census Tract 108.02, New York County, New York","Census Tract 108.03, New York County, New York","Census Tract 109, New York County, New York","Census Tract 110, New York County, New York","Census Tract 111, New York County, New York","Census Tract 112.01, New York County, New York","Census Tract 112.02, New York County, New York","Census Tract 112.03, New York County, New York","Census Tract 113, New York County, New York","Census Tract 114.01, New York County, New York","Census Tract 114.02, New York County, New York","Census Tract 115, New York County, New York","Census Tract 116, New York County, New York","Census Tract 117, New York County, New York","Census Tract 118, New York County, New York","Census Tract 119, New York County, New York","Census Tract 120, New York County, New York","Census Tract 121.01, New York County, New York","Census Tract 121.02, New York County, New York","Census Tract 122, New York County, New York","Census Tract 124, New York County, New York","Census Tract 125, New York County, New York","Census Tract 126.01, New York County, New York","Census Tract 126.02, New York County, New York","Census Tract 127, New York County, New York","Census Tract 128, New York County, New York","Census Tract 129.01, New York County, New York","Census Tract 129.02, New York County, New York","Census Tract 130, New York County, New York","Census Tract 131, New York County, New York","Census Tract 132.01, New York County, New York","Census Tract 132.02, New York County, New York","Census Tract 132.03, New York County, New York","Census Tract 133, New York County, New York","Census Tract 134, New York County, New York","Census Tract 135.01, New York County, New York","Census Tract 135.02, New York County, New York","Census Tract 136.01, New York County, New York","Census Tract 136.02, New York County, New York","Census Tract 136.03, New York County, New York","Census Tract 136.04, New York County, New York","Census Tract 137, New York County, New York","Census Tract 138, New York County, New York","Census Tract 139, New York County, New York","Census Tract 140, New York County, New York","Census Tract 142, New York County, New York","Census Tract 143, New York County, New York","Census Tract 144.01, New York County, New York","Census Tract 144.02, New York County, New York","Census Tract 145, New York County, New York","Census Tract 146.01, New York County, New York","Census Tract 146.02, New York County, New York","Census Tract 147, New York County, New York","Census Tract 148.01, New York County, New York","Census Tract 148.02, New York County, New York","Census Tract 149, New York County, New York","Census Tract 150.01, New York County, New York","Census Tract 150.02, New York County, New York","Census Tract 151.01, New York County, New York","Census Tract 151.02, New York County, New York","Census Tract 152, New York County, New York","Census Tract 153.01, New York County, New York","Census Tract 153.02, New York County, New York","Census Tract 154.01, New York County, New York","Census Tract 154.02, New York County, New York","Census Tract 154.03, New York County, New York","Census Tract 155.01, New York County, New York","Census Tract 155.02, New York County, New York","Census Tract 156.01, New York County, New York","Census Tract 156.02, New York County, New York","Census Tract 157, New York County, New York","Census Tract 158.01, New York County, New York","Census Tract 158.02, New York County, New York","Census Tract 159, New York County, New York","Census Tract 160.01, New York County, New York","Census Tract 160.02, New York County, New York","Census Tract 161, New York County, New York","Census Tract 162, New York County, New York","Census Tract 163, New York County, New York","Census Tract 164, New York County, New York","Census Tract 165, New York County, New York","Census Tract 166, New York County, New York","Census Tract 167, New York County, New York","Census Tract 168, New York County, New York","Census Tract 169, New York County, New York","Census Tract 170, New York County, New York","Census Tract 171, New York County, New York","Census Tract 172, New York County, New York","Census Tract 173, New York County, New York","Census Tract 174.01, New York County, New York","Census Tract 174.02, New York County, New York","Census Tract 175, New York County, New York","Census Tract 177, New York County, New York","Census Tract 178, New York County, New York","Census Tract 179, New York County, New York","Census Tract 180, New York County, New York","Census Tract 181, New York County, New York","Census Tract 182, New York County, New York","Census Tract 183, New York County, New York","Census Tract 184, New York County, New York","Census Tract 185, New York County, New York","Census Tract 186, New York County, New York","Census Tract 187, New York County, New York","Census Tract 188, New York County, New York","Census Tract 189, New York County, New York","Census Tract 190, New York County, New York","Census Tract 191, New York County, New York","Census Tract 192, New York County, New York","Census Tract 193, New York County, New York","Census Tract 194, New York County, New York","Census Tract 195, New York County, New York","Census Tract 196, New York County, New York","Census Tract 197.01, New York County, New York","Census Tract 197.02, New York County, New York","Census Tract 198, New York County, New York","Census Tract 199, New York County, New York","Census Tract 200, New York County, New York","Census Tract 201.01, New York County, New York","Census Tract 201.02, New York County, New York","Census Tract 203, New York County, New York","Census Tract 205, New York County, New York","Census Tract 206, New York County, New York","Census Tract 207.01, New York County, New York","Census Tract 208, New York County, New York","Census Tract 209.01, New York County, New York","Census Tract 210, New York County, New York","Census Tract 211, New York County, New York","Census Tract 212, New York County, New York","Census Tract 213.03, New York County, New York","Census Tract 214, New York County, New York","Census Tract 215, New York County, New York","Census Tract 216, New York County, New York","Census Tract 217.03, New York County, New York","Census Tract 218, New York County, New York","Census Tract 219, New York County, New York","Census Tract 220, New York County, New York","Census Tract 221.02, New York County, New York","Census Tract 222, New York County, New York","Census Tract 223.01, New York County, New York","Census Tract 223.02, New York County, New York","Census Tract 224, New York County, New York","Census Tract 225, New York County, New York","Census Tract 226, New York County, New York","Census Tract 227, New York County, New York","Census Tract 228, New York County, New York","Census Tract 229, New York County, New York","Census Tract 230, New York County, New York","Census Tract 231, New York County, New York","Census Tract 232, New York County, New York","Census Tract 233, New York County, New York","Census Tract 234, New York County, New York","Census Tract 235.01, New York County, New York","Census Tract 235.02, New York County, New York","Census Tract 236, New York County, New York","Census Tract 237, New York County, New York","Census Tract 238.02, New York County, New York","Census Tract 238.03, New York County, New York","Census Tract 238.04, New York County, New York","Census Tract 239, New York County, New York","Census Tract 240, New York County, New York","Census Tract 241, New York County, New York","Census Tract 242, New York County, New York","Census Tract 243.01, New York County, New York","Census Tract 243.02, New York County, New York","Census Tract 245, New York County, New York","Census Tract 247, New York County, New York","Census Tract 249, New York County, New York","Census Tract 251, New York County, New York","Census Tract 253, New York County, New York","Census Tract 255, New York County, New York","Census Tract 257, New York County, New York","Census Tract 259, New York County, New York","Census Tract 261, New York County, New York","Census Tract 263, New York County, New York","Census Tract 265, New York County, New York","Census Tract 267, New York County, New York","Census Tract 269, New York County, New York","Census Tract 271, New York County, New York","Census Tract 273, New York County, New York","Census Tract 275, New York County, New York","Census Tract 277, New York County, New York","Census Tract 279, New York County, New York","Census Tract 281, New York County, New York","Census Tract 283, New York County, New York","Census Tract 285, New York County, New York","Census Tract 287, New York County, New York","Census Tract 291, New York County, New York","Census Tract 293, New York County, New York","Census Tract 295, New York County, New York","Census Tract 297, New York County, New York","Census Tract 299, New York County, New York","Census Tract 303, New York County, New York","Census Tract 307, New York County, New York","Census Tract 309, New York County, New York","Census Tract 311, New York County, New York","Census Tract 317.03, New York County, New York","Census Tract 317.04, New York County, New York","Census Tract 319, New York County, New York"
"            Native Hawaiian and Other Pacific Islander; Some Other Race","0","3","18","0","1","0","0","0","0","19","2","0","1","5","0","0","0","0","15","1","7","2","5","9","8","6","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","2","0","3","1","1","0","1","1","1","0","1","3","2","0","6","0","0","0","2","0","1","0","0","8","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","3","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","1","1","0","1","0","2","3","4","1","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","4","1","0","0","0","0","0","1","5","0","1","0","0","1","0","0","0","0","0","3","0","0","0","1","0","0","0","13","0","11","2","4","0","6","0","5","3","0","1","0","0","0","7","5","3","11","1","20","3","5","2","9","3","0","15","5","2","11","10","11","3","8","0","0","0","0","0","0","3","0","0","0","1","0","13","12","0","6","2","0","2","1","0","0","7","0","0","0","6","7","4","15","0","0","1","16","3","1","4","4","7","9","1","6","5","2","0","2","0","0","7","2","13","13","16","7","0","0","5","4","2","5","11","4","1","0","13","3","0","0","8","15","0","7","15","0","32","13","4","0","10","15","5","10","0","0","0","0"
"        Population of three races:","0","15","70","0","76","51","31","17","6","51","32","41","24","24","41","40","28","28","61","41","88","18","46","18","39","36","5","84","1","8","24","18","7","46","20","36","12","5","20","60","15","14","23","18","25","16","115","1","9","19","24","9","10","30","30","8","10","6","8","30","28","29","20","26","38","25","49","22","25","13","28","12","14","60","15","26","14","22","28","32","20","26","32","14","27","16","21","0","14","34","30","45","22","22","5","57","0","8","2","44","28","10","36","19","9","22","2","36","2","15","31","7","11","12","3","28","26","5","3","9","2","5","8","22","19","45","20","7","5","34","46","7","25","17","25","14","45","17","57","25","9","12","15","19","12","48","43","53","42","9","26","29","22","30","58","54","4","4","0","15","35","16","12","35","24","7","15","33","10","20","42","78","68","2","32","30","25","19","18","21","27","18","36","18","26","29","20","24","24","90","12","94","33","77","20","53","43","86","38","54","59","67","39","39","88","54","46","60","74","88","33","94","42","44","55","51","157","46","40","30","99","84","47","27","9","23","20","69","26","10","42","17","19","60","28","46","36","47","83","42","47","25","22","76","3","55","50","52","32","42","86","41","68","163","52","36","74","61","73","65","71","79","64","84","21","77","86","12","20","14","46","2","108","44","66","54","178","101","7","26","148","56","33","44","227","151","117","38","109","142","101","42","73","161","17","130","112","60","183","131","87","0","49","88","40","81","0","35","50","1"
"            White; Black or African American; American Indian and Alaska Native","0","1","19","0","22","5","1","6","0","6","10","11","3","0","16","1","1","7","25","9","27","9","19","2","11","6","1","14","0","0","2","3","0","5","9","2","2","2","3","14","4","2","2","0","9","0","28","0","1","3","2","0","0","0","4","1","5","0","0","9","4","3","1","4","1","4","20","5","0","4","9","3","3","11","2","5","0","2","7","2","7","6","12","4","9","1","3","0","2","6","6","8","3","7","1","11","0","0","0","8","0","1","3","5","1","4","0","3","0","0","10","0","3","4","2","4","3","0","0","0","1","1","1","3","8","11","9","5","0","5","14","1","1","2","0","4","8","2","12","8","2","1","0","5","0","12","4","15","9","1","5","7","2","0","14","15","0","3","0","6","6","5","4","3","0","0","1","15","2","4","7","9","5","0","0","4","5","7","3","2","2","1","9","2","6","1","2","2","0","31","2","13","3","34","4","19","8","24","11","21","16","13","21","8","29","10","11","20","15","15","5","28","22","26","13","5","48","14","8","8","13","26","10","12","0","9","5","17","10","1","17","4","6","6","3","17","8","20","9","19","11","6","4","15","1","17","5","15","9","12","11","10","26","30","14","5","27","18","27","11","13","16","26","44","0","33","19","2","5","0","9","0","18","10","3","21","25","30","2","2","17","14","8","9","24","6","29","11","21","20","24","5","16","10","8","12","11","18","23","12","15","0","1","6","4","7","0","0","4","0"
"            White; Black or African American; Asian","0","0","9","0","3","4","0","1","0","5","6","0","3","0","2","10","7","4","3","3","1","1","5","1","3","6","0","1","0","3","2","3","1","0","2","5","0","0","0","10","4","1","4","4","6","3","16","0","1","0","3","0","1","9","4","0","0","0","0","0","3","0","0","3","4","9","1","1","5","3","5","2","0","0","2","2","1","2","2","3","1","0","0","3","1","1","0","0","1","2","4","2","1","0","1","10","0","1","0","1","1","2","12","0","1","1","0","2","0","1","1","1","2","1","0","1","1","0","2","1","0","2","0","1","1","1","3","0","0","5","2","0","4","3","1","1","6","1","3","6","1","0","0","4","0","3","2","0","1","3","2","3","2","0","5","1","0","0","0","2","3","0","1","4","2","2","1","0","1","3","0","5","8","0","4","0","1","1","1","0","0","2","0","0","3","3","2","0","5","4","0","10","9","3","0","7","8","10","1","6","1","0","3","5","11","1","7","3","9","5","3","1","0","8","3","3","2","4","5","0","2","11","4","4","0","4","2","4","2","0","3","0","0","10","2","11","0","5","3","4","1","5","0","10","0","6","0","6","0","1","0","1","2","5","0","7","5","1","7","8","3","9","8","3","1","2","0","4","0","1","3","0","1","3","2","0","2","3","0","0","4","2","5","0","1","1","3","0","0","2","5","7","1","1","0","5","3","11","1","3","2","0","1","3","0","5","0","3","9","0"
"            White; Black or African American; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"            White; Black or African American; Some Other Race","0","6","22","0","29","13","13","6","3","28","10","9","4","12","6","6","4","10","24","6","29","4","10","0","7","14","0","36","0","0","8","4","1","19","2","5","2","1","6","14","2","5","4","0","5","3","25","0","2","7","4","6","4","7","5","2","0","0","3","13","5","2","7","1","9","5","9","1","10","0","7","0","3","33","1","0","10","5","11","11","5","5","5","2","10","0","5","0","6","10","5","13","6","4","0","17","0","6","0","19","6","6","8","3","1","13","1","20","0","3","1","1","1","3","0","11","6","0","0","0","0","0","0","8","5","22","0","1","1","7","15","0","7","7","4","0","7","5","11","4","2","1","4","6","4","21","7","15","19","0","4","4","4","2","13","5","0","1","0","0","8","4","2","12","3","3","8","2","0","6","18","33","20","1","7","6","0","4","0","10","6","3","4","5","6","13","0","6","3","31","1","29","1","27","11","10","7","23","6","3","16","33","10","9","38","17","9","25","15","21","9","32","9","7","11","32","69","12","9","11","39","24","17","3","6","2","2","20","8","0","15","4","4","25","9","13","23","8","48","9","21","7","5","29","1","17","32","18","12","21","44","16","25","84","28","12","25","29","21","18","36","39","11","12","1","17","35","4","2","2","18","0","72","16","32","21","95","53","2","23","94","31","9","19","178","106","51","22","66","70","56","20","32","123","1","78","73","22","132","77","57","0","31","54","24","53","0","9","12","0"
"            White; American Indian and Alaska Native; Asian","0","0","0","0","0","1","0","1","0","0","0","1","2","1","0","1","1","0","1","1","6","0","1","0","0","1","0","0","1","0","2","0","1","0","2","1","1","0","1","0","1","0","2","0","3","1","0","0","3","0","2","0","0","1","0","2","1","0","0","0","2","2","0","3","0","0","0","4","2","0","0","2","2","0","0","0","0","0","1","4","0","0","0","0","0","3","0","0","2","0","0","0","1","1","0","2","0","0","0","2","3","0","1","0","0","0","0","5","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","1","2","4","0","4","0","0","0","0","0","0","1","0","5","0","1","1","2","0","0","1","2","2","0","0","2","0","1","0","0","0","0","0","3","0","0","0","0","2","0","0","0","1","2","1","0","1","3","3","2","0","0","0","2","1","0","2","2","0","0","0","2","5","0","3","0","1","2","0","1","0","1","0","0","3","0","0","3","0","0","0","0","3","3","0","0","1","0","2","0","0","1","0","0","4","0","2","0","0","0","4","0","2","0","0","0","0","4","0","1","0","0","0","0","1","1","0","1","4","0","1","0","2","0","3","0","0","0","0","3","0","0","2","0","0","0","0","0","1","0","0","0","3","0","0","0","1","0","0","0","1","0","4","0","0","0","1","1","2","0","0","2","0","0","0","2","0","0","1","0","0","0","0","10","0","0"
"            White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"            White; American Indian and Alaska Native; Some Other Race","0","5","8","0","12","13","10","0","0","1","3","6","1","6","6","12","4","0","3","1","14","1","1","0","10","2","0","7","0","2","0","4","2","16","3","12","4","0","0","11","0","3","4","5","0","1","18","0","1","4","5","1","1","5","2","0","3","0","2","5","8","3","8","10","4","4","7","8","2","0","0","4","2","6","8","2","2","3","2","4","0","3","10","3","3","5","2","0","1","5","5","6","1","1","0","10","0","1","0","9","10","0","7","0","2","2","0","0","0","8","10","0","2","0","0","7","12","3","1","0","0","0","1","5","4","4","1","0","1","10","11","3","6","0","11","3","12","0","16","2","0","8","1","2","2","2","12","8","4","3","6","1","7","6","6","11","0","0","0","1","8","1","2","8","0","0","2","4","0","2","10","6","8","1","5","7","10","1","5","7","6","1","8","0","9","2","2","6","2","13","3","18","11","6","0","4","1","15","4","14","7","7","3","10","5","12","12","10","10","27","9","8","3","2","18","2","20","6","8","0","16","15","8","6","0","4","4","13","0","6","4","7","8","5","3","4","0","4","11","4","4","1","4","12","1","6","7","9","4","5","15","4","3","33","1","1","7","7","10","10","5","9","8","12","4","12","10","1","9","6","6","2","4","3","7","3","34","7","0","0","16","5","2","11","15","22","18","0","9","30","6","5","4","8","6","18","12","3","7","17","9","0","2","16","4","8","0","8","5","0"
"            White; Asian; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","1","0","2","2","10","1","0","0","5","0","0","0","3","1","0","3","2","0","3","0","1","0","0","0","0","0","0","0","1","0","1","4","2","3","0","2","0","0","2","0","0","0","1","3","0","2","2","2","2","0","2","2","1","0","5","0","0","0","0","1","0","3","1","2","0","0","2","1","9","0","2","0","5","2","0","1","2","1","1","2","0","0","0","3","4","4","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","4","0","0","3","1","1","1","2","0","0","2","0","0","0","2","0","3","0","5","2","4","0","0","1","0","1","1","0","1","0","4","2","0","0","0","1","0","7","4","4","2","0","0","1","0","0","1","1","0","0","0","2","0","4","1","4","0","0","6","1","0","0","0","0","3","1","2","0","0","0","1","0","0","3","2","0","0","0","0","0","1","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","1","1","0","0","1","0","0","1","0","3","1","0","0","0","0","7","0","0","0","1","1","1","0","0","0","2","0","1","0","0","4","0","1","0","0","1","0","0","0","0","0","0","0","2","3","1","3","1","4","0","0","1","2","0","0","3","1","0","0","0","0","0","0","0","2","0","0","0","1","3","1","1","1","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","3","5","0"
"            White; Asian; Some Other Race","0","0","8","0","6","13","4","2","0","0","1","1","5","4","9","0","4","4","3","15","2","3","3","7","4","0","4","9","0","2","9","0","1","1","2","7","2","0","5","4","0","0","2","8","0","5","18","0","0","3","4","2","1","4","8","0","1","2","0","2","3","10","2","4","12","3","7","3","0","4","4","0","1","6","0","5","0","2","1","0","3","7","2","0","1","1","5","0","1","6","5","8","2","4","3","7","0","0","0","1","3","0","3","9","2","1","0","5","0","0","5","1","0","3","0","3","0","2","0","3","0","0","2","1","0","5","5","1","0","0","2","1","1","5","2","0","3","8","3","4","3","1","5","2","3","6","14","1","6","1","5","11","2","11","12","9","0","0","0","2","7","2","0","4","10","2","2","7","4","0","2","14","17","0","8","2","5","3","2","1","3","4","9","6","1","7","12","7","12","2","2","3","5","2","5","2","10","4","6","7","9","4","2","0","2","6","4","0","19","4","5","0","8","0","5","0","1","7","3","0","13","3","2","2","2","0","3","5","0","0","0","1","0","2","6","0","0","0","7","1","3","0","0","4","0","4","2","1","0","0","8","2","3","6","0","0","3","2","2","4","1","2","0","5","4","3","3","0","2","3","2","0","4","6","3","5","6","1","0","1","5","1","0","2","4","11","10","1","5","5","6","4","8","12","0","8","0","4","7","3","0","0","5","2","3","0","0","1","13","0"
"            White; Native Hawaiian and Other Pacific Islander; Some Other Race","0","0","0","0","1","0","0","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","2","1","0","0","0","0"
"            Black or African American; American Indian and Alaska Native; Asian","0","0","0","0","0","0","0","0","1","2","0","0","3","0","0","0","0","0","0","1","1","0","3","3","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","2","2","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","1","0","0","1","0","0","0","2","0","0","0","1","0","6","0","0","1","2","4","0","1","0","0","1","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","1","0","4","0","2","3","1","0","3","0","0","2","0","0","1","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","3","0","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","0","0","0","0","1","1"
"            Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
